S.No,Showroom,RSM,ASM,Manager,"CUG No",Landline,E-Mail,Region,State,Address
430,KA-GARVEBHAVIPALAYA,"Saravanan T - 0061","Selvan P - 0405",,7358043855,,garvebhavipalaya@poorvika.com,Bangalore,Karnataka,"No.46 PresentNo.46 Garvebhavipalyam mainRoad Bangalore-560068"
431,"TN-ERODE-PERUNDURAI ROAD","Vinayaga Moorthy J - 0267","Vinoth Kumar R - 2079",,9566098855,,perundurairoad@poorvika.com,Rotn,Tamilnadu,"No.64 Perundurai Road Erode 638011"
432,KA-SUNKADAKATTE,"Saravanan T - 0061","Prabhakaran D - 0604",,7358755855,,sunkadakatte@poorvika.com,Bangalore,Karnataka,"Magadi main road Sriganagada kaval Sunkadakatte Karnataka-560091"
433,KA-DODDABALLAPURA,"Saravanan T - 0061","Saravanaraj R - 0534",,7358046855,,doddaballapura@poorvika.com,Bangalore,Karnataka,"No 524 Municipal  Gangadaharapura Block 2nd North cross NextTo Federal bank Doddaballapura Bangalore Karnataka-561203"
434,KA-THANISANDRA,"Saravanan T - 0061","Saravanaraj R - 0534",,7358713855,,thanisandra@poorvika.com,Bangalore,Karnataka,"No.39 Thanisandra Dr Shivramkaranth Nagar Post Bangalore-560077"
435,TN-VELLAKOIL,"Vinayaga Moorthy J - 0267","Manikandan M - 1196",,9600419855,,vellakoil@poorvika.com,Rotn,Tamilnadu,"No.625 Muthur Road TRG Trade Centre Near By ICICI Bank Vellakoil Thirupur Tamilnadu-638111"
436,KA-KADUR,"Saravanan T - 0061","Rajashekar A V - 6513",,7358789855,,kadur@poorvika.com,Bangalore,Karnataka,"No.278 C.P.C Colony Old bus stand road Nearby Axis bank Kadur TK Chickmagalur DT Karnataka-577548"
437,TN-TRICHY-SINGARATHOPE,"Nagaraj S - 0036","Siva Kumar P - 1622",,7708851855,,trichysingarathope@poorvika.com,Rotn,Tamilnadu,"No.4 Landmark Royal Sathyam Hotel Singarathope Trichy Tamilnadu-620008"
438,"TN-TRICHY-THILLAI NAGAR ","Nagaraj S - 0036","Siva Kumar P - 1622",,8754501855,,trichythillainagar2@poorvika.com,Rotn,Tamilnadu,"No.2 11th Cross main road Lakshmi Arcade Building Backside Krishna Scan center Thillai nagar  Trichy Tamil+nadu-620018"
439,KA-KOLLEGAL,"Saravanan T - 0061","Devaraj K - 2319",,7338971855,,kollegal@poorvika.com,"Rest of Karnataka",Karnataka,"Balaji Complex Ground Floor Dr.B.R Ambedkar Road Opposite IDBI Bank  Kollegal Chamarajanagara  Karnataka-571440"
440,KA-GANGAVATHI,"Saravanan T - 0061","Suresh Babu G - 2870",,9629614855,,gangavathi@poorvika.com,"Rest of Karnataka",Karnataka,"No.24 Kanakagiri Road Mahaveer Circle Gangavathi  Koppal DT Karnataka 583227"
441,KA-TIPTUR,"Saravanan T - 0061","Rajashekar A V - 6513",,9840368855,,tiptur@poorvika.com,"Rest of Karnataka",Karnataka,"Lingappa complex No92  N.H. Opposite Govt girl high school Bangalore Highway road Tiptur Tumkur Karnataka-572201"
442,TN-PERUNDURAI,"Vinayaga Moorthy J - 0267","Vinoth Kumar R - 2079",,8754441855,,perundurai@poorvika.com,Rotn,Tamilnadu,"No.60 Kunnath Road Krishnavilas Bus Stop Perundurai Erode-638052"
443,"TN-VILLUPURAM 2","Nagaraj S - 0036","Rama Krishnan U - 0114",,"9840814855 "," ",villupuram2@poorvika.com,Rotn,Tamilnadu,"No.1 Trichy Main Road Salamedu Near Union bank Villupuram DT Tamilnadu-605401"
444,KA-HARIHAR,"Saravanan T - 0061","Jaffar Sathic M - 1403",,9940422855,,harihara@poorvika.com,"Rest of Karnataka",Karnataka,"Property ID.No.6-1-3-9 Assessment No.1244 Sri Gurupadappa Building Opp. Gandhi Maidan Near Municipal office Old Pune Bangalore Road  Vageesh Nagar  Harihar Davanagere Karnataka-577601"
445,"TN-KARUR 3","Pandiyarajan N - 0030","Sugumar K - 0771",,9566008855,,karur3@poorvika.com,Rotn,Tamilnadu,"No.85 West Prathatchanam Road Oppsite Bus stand Karur Tamilnadu 639001"
446,KA-MALAVALLI,"Saravanan T - 0061","Devaraj K - 2319",,6385169855,,malavalli@poorvika.com,Bangalore,Karnataka,"No.624 Sri Basaveshwara comforts Shop No.G1 to  G7 Mysore road Oppsite to Post office Malavalli Mandya .Karnataka-571430 "
447,TN-ARANTHANGI,"Pandiyarajan N - 0030","Palani Kumar M - 0045",,7708071855,,aranthangi@poorvika.com,Rotn,Tamilnadu,"No.21 Pattukkottai Road Aranthangi 614616 Tamilnadu"
448,"TN-NAGERCOIL-COURT ROAD 2","Pandiyarajan N - 0030","""Ponrajan T - 0858",,9840857855,,nagercoilcourtroad@porvika.com,Rotn,Tamilnadu,"No.112 PRK Square Court Road  Near Veppamoodu  junction NagercoilTamilNadu-629001"
449,"KA-KUMARASWAMY LAYOUT","Saravanan T - 0061","Rajiv Gandhi C - 0362",,7358701855,,kumaraswamylayout@poorvika.com,Bangalore,Karnataka,"No.1624 PID No. 55 315 1624 Ground  Floor Padmanabhanagar 50 Feet Road Kumaraswamy Layout 1st  Stage Bangalore Karnataka-560078"
450,KA-UDUPI,"Saravanan T - 0061","Arun Kumar S - 6483",,,,udupi@poorvika.com,Bangalore,Karnataka,"Door No.13-3-22A Ground Floor Vishnu Prakesh Building Court Road Udupi Karnataka-576101"
451,KA-HONGASANDRA,"Saravanan T - 0061","Venkatesh G - 3113",,7358705855,,hongasandra@poorvika.com,Bangalore,Karnataka,
452,TN-TIRUTTANI,"Naina Mohamed M - 0056","Balamurugan A - 0729",,9840162855,,tiruttani@poorvika.com,Rotn,Tamilnadu,"No.25 Arakkonam Road Near Tiruttani Bus Stand Tiruttani Tiruvallur District TamilNadu-631209"
453,TN-VANIYAMBADI,"Nagaraj S - 36","Mathiyazhagan T - 756",,,,vaniyabadi@poorvika.com,Rotn,Tamilnadu,"No.15 C.N.A Road Khaderpet Vaniyambadi-635751 TamilNadu"
455,TN-KALPAKKAM,"Naina Mohamed M - 56","Palani Kumar M - 45",,,,kalpakkam@poorvika.com,Rotn,Tamilnadu,"No.181 ECR Main Road Pudupatinam Kalpakkam TamilNadu-603102"
457,TN-CHEYYAR,"Naina Mohamed M - 56","Balamurugan A - 729",,9384821855,,cheyyar@poorvika.com,Rotn,Tamilnadu,"Old No.21 New No.72 Arcot Road CheyyarTiruvannamalai District TamilNadu-604407"
459,TN-SANKAGIRI,"Vinayaga Moorthy J - 267","Vinoth Kumar R - 2079",,9940341855,,Sankagiri@poorvika.com,ROTN,Tamilnadu,"No.3404 3405S.V.TComplex Bhavani Main RoadSankagiri 29 Salem-637301 TamilNadu"
461,TN-UTHUKKOTTAI,,,,9677162855,,uthukkottai@poorvika.com,Rotn,Tamilnadu,"No.34  Nagalapuram Salai ,Uthukkottai , Tiruvallur District , TamilNadu E2 80 93 pincode- 602026"
462,TN-WALAJAPET,"Nagaraj S - 36","Mathiyazhagan T - 756",,9566140855,,Walajapet@poorvika.com,Rotn,Tamilnadu,"No.76 Madan Thevadi Street Road Opposite Bus Stand Walajapet Ranipet District Tamil Nadu-632513"
464,KA-BAGALKOT,"Saravanan T ","Venkatesh G",Anil,9940497855,,Bagalkote@poorvika.com,"Rest of Karnataka",Karnataka,"No.UG57, UG58, UG59, Melligeri Tower, G-Block, Basaveshwara Cir Rd, Bagalkote, Karnataka 587101"
